Requested_species	Accession	Organism	Record_TaxID	Taxonomy_match	Extraction_method	Feature_type	Length	Description
Onosma echioides	HM368217.1	Onosma echioides subsp. echioides	860125	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	370	Onosma echioides subsp. echioides internal transcribed spacer 2, partial sequence
Onosma echioides	HM368218.1	Onosma echioides var. veronensis	872950	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	370	Onosma echioides var. veronensis internal transcribed spacer 2, partial sequence
Ophrys sphegodes	AY014514.1	Ophrys sphegodes subsp. helenae	145883	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	230	Ophrys helenae internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
Ophrys sphegodes	AY014516.1	Ophrys sphegodes subsp. araneola	145927	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	230	Ophrys araneola internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
Ophrys sphegodes	AY014519.1	Ophrys sphegodes subsp. aveyronensis	145930	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	230	Ophrys aveyronensis internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
Ophrys sphegodes	AY014537.1	Ophrys sphegodes subsp. mammosa	145948	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	230	Ophrys mammosa internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
Ophrys sphegodes	AY014542.1	Ophrys sphegodes	145953	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	230	Ophrys sphegodes internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
Ophrys sphegodes	AY014544.1	Ophrys sphegodes subsp. spruneri	145955	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	230	Ophrys spruneri internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
Ophrys sphegodes	AY699949.1	Ophrys sphegodes subsp. passionis	291408	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	237	Ophrys passionis internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
Ophrys sphegodes	AY699974.1	Ophrys sphegodes	145953	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	237	Ophrys sphegodes internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
Orchis pallens	KT318277.1	Orchis pallens	1533235	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	239	Orchis pallens isolate O_pal internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
Orchis provincialis	Z94100.1	Orchis provincialis subsp. pauciflora	59344	NAME_MATCH	ITS2_ONLY_RECORD	whole_record	240	Orchis pauciflora internal transcribed spacer 2 (ITS2)
Orchis provincialis	Z94102.1	Orchis provincialis	59345	NAME_MATCH	ITS2_ONLY_RECORD	whole_record	240	Orchis provincialis internal transcribed spacer 2 (ITS2)
Orchis simia	KU697369.1	Orchis simia	59348	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	240	Orchis simia internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Orchis simia	Z94108.1	Orchis simia	59348	NAME_MATCH	ITS2_ONLY_RECORD	whole_record	240	Orchis simia internal transcribed spacer 2 (ITS2)
Orlaya daucoides	AF077797.2	Orlaya daucoides	79178	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	222	Orlaya daucoides internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
Orlaya daucoides	KF160682.1	Orlaya daucoides	79178	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	282	Orlaya daucoides voucher C:Strid 42072 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Orlaya daucoides	KT347643.1	Orlaya daucoides	79178	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	223	Orlaya daucoides voucher E:Gardner, Knees & Amor 8225 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Orlaya daucoides	KT347644.1	Orlaya daucoides	79178	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	224	Orlaya daucoides voucher E:Davis & Sutton 65766 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Orlaya daucoides	KT347645.1	Orlaya daucoides	79178	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	223	Orlaya daucoides voucher E:Galiano, Gibbs, Silvestre & Valdes 1284.69 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Orlaya daucorlaya	AF077113.2	Orlaya daucorlaya	79179	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	223	Orlaya daucorlaya 5.8S ribosomal RNA gene, partial sequence; and internal transcribed spacer 2, complete sequence
Ornithogalum umbellatum	AB305009.1	Ornithogalum umbellatum	81785	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	227	Ornithogalum umbellatum genes for ITS1, 5.8S rRNA, ITS2, complete sequence
Orobanche artemisiae-campestris	AY209264.1	Orobanche artemisiae-campestris	223092	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	230	Orobanche artemisiae-campestris from Austria internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA, complete sequence; and internal transcribed spacer 2, partial sequence
Orobanche artemisiae-campestris	KR260921.1	Orobanche artemisiae-campestris	223092	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	225	Orobanche artemisiae-campestris isolate 33-1_ITS 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
Orobanche picridis	AY209269.1	Orobanche picridis	223121	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	230	Orobanche picridis from Turkey internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA, complete sequence; and internal transcribed spacer 2, partial sequence
Orobanche picridis	KR260920.1	Orobanche picridis	223121	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	225	Orobanche picridis isolate 17_ITS 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
Orobanche picridis	KR260922.1	Orobanche picridis	223121	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	225	Orobanche picridis isolate 34-2_ITS 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
Orobanche ramosa	AY209315.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	219	Orobanche ramosa from Georgia internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA, complete sequence; and internal transcribed spacer 2, partial sequence
Orobanche ramosa	DQ003027.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	219	Orobanche ramosa isolate An1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Orobanche ramosa	EU581794.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	219	Phelipanche ramosa voucher herb. G F. B. Navarro 18.8.2003 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Orobanche ramosa	EU581801.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	219	Phelipanche ramosa internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Orobanche ramosa	EU581802.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	219	Phelipanche ramosa internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Orobanche ramosa	PQ479106.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate Ruhlman and Janson RJ376 external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479107.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate Randle 222 external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479108.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate Randle 223 external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479109.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate Randle 224 external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479110.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate Randle 225 external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479111.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate Randle 226 external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479112.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate J.M. Kelley s.n. external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479113.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate Z. Bagley external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
Orobanche ramosa	PQ479114.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate W.M. Shrader external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479115.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate A. Moretto external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479116.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate C. O. Howe external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479117.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate D. B. Buettner external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479118.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate W. B. Kirk external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479119.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate R. Pelletier external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479120.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate Gene Miyao external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479121.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate Schneider 1332 external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479122.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate Schneider 1333 external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479123.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate B. Hanson external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479124.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate L. E. Brown 31973 external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479125.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate Quayle 529 external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479126.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate D.J. Rosen 3316 external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479127.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate M. A. Pickens 28 external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479128.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate F. T. McFarland external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479129.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate Diamond 27259 external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479130.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate PR12-01 external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479132.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate PR14-03 external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479133.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate PR13-01 external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479134.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate PR15-02 external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479135.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate Baldwin 9184 external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche ramosa	PQ479136.1	Phelipanche ramosa	46066	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	211	Phelipanche ramosa isolate J. Bolin et al. 07-20 external transcribed spacer small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
Orobanche salviae	AY209252.1	Orobanche salviae	223131	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	226	Orobanche salviae from Austria internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA, complete sequence; and internal transcribed spacer 2, partial sequence
Orthothecium chryseon	JQ795975.1	Orthothecium chryseon	2749129	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	245	Orthothecium chryseum isolate P31 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Orthotrichum pulchellum	MH275483.1	Orthotrichum pulchellum	520846	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	292	Orthotrichum pulchellum isolate R682 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
Orthotrichum pulchellum	MH275484.1	Orthotrichum pulchellum	520846	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	292	Orthotrichum pulchellum isolate R684 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
Orthotrichum scanicum	MH275485.1	Orthotrichum scanicum	576369	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	286	Orthotrichum scanicum isolate R018 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
Orthotrichum schimperi	MH275486.1	Orthotrichum schimperi	1172141	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	240	Orthotrichum schimperi isolate R364 5.8S ribosomal RNA gene and internal transcribed spacer 2, partial sequence
Orthotrichum schimperi	MH275487.1	Orthotrichum schimperi	1172141	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	279	Orthotrichum schimperi isolate R656 5.8S ribosomal RNA gene and internal transcribed spacer 2, partial sequence
Oxalis articulata	JN618506.1	Oxalis articulata f. crassipes	519124	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	216	Oxalis articulata f. crassipes isolate EE463 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence
Oxalis articulata	JN618507.1	Oxalis articulata subsp. rubra	519125	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	216	Oxalis articulata subsp. rubra isolate EE146 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence
Oxalis articulata	KX249607.1	Oxalis articulata subsp. articulata	519229	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	212	Oxalis articulata subsp. articulata voucher LPF14504 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Oxalis articulata	KX249608.1	Oxalis articulata subsp. articulata	519229	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	212	Oxalis articulata subsp. articulata voucher MV120 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Oxalis articulata	KX249609.1	Oxalis articulata subsp. articulata	519229	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	212	Oxalis articulata subsp. articulata voucher MV129 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Oxalis articulata	KX249610.1	Oxalis articulata subsp. articulata	519229	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	212	Oxalis articulata subsp. articulata voucher MV242 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Oxalis articulata	KX249611.1	Oxalis articulata subsp. articulata	519229	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	212	Oxalis articulata subsp. articulata voucher MV315 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Oxalis articulata	KX249612.1	Oxalis articulata subsp. articulata	519229	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	212	Oxalis articulata subsp. articulata voucher MV505 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Oxalis articulata	KX249613.1	Oxalis articulata subsp. articulata	519229	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	212	Oxalis articulata subsp. articulata voucher MV506 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Oxalis articulata	KX249614.1	Oxalis articulata subsp. articulata	519229	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	212	Oxalis articulata subsp. articulata voucher PF3684 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Oxalis articulata	KX249615.1	Oxalis articulata subsp. rubra	519125	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	212	Oxalis articulata subsp. rubra voucher MV226 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Oxalis articulata	KX249616.1	Oxalis articulata subsp. rubra	519125	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	212	Oxalis articulata subsp. rubra voucher MV468 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Oxalis articulata	KX249617.1	Oxalis articulata subsp. rubra	519125	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	212	Oxalis articulata subsp. rubra voucher PF3632 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Oxalis articulata	U74265.1	Oxalis articulata f. crassipes	519124	NAME_MATCH	EXACT_ANNOTATED_ITS2	rRNA	107	Oxalis crassipes 5.8S ribosomal RNA and internal transcribed spacer 2 ribosomal RNA genes, partial sequence
Oxalis fontana	EU274620.1	Oxalis stricta	213833	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	259	Oxalis fontana voucher CNU whang 30551 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Oxalis fontana	EU274621.1	Oxalis stricta	213833	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	239	Oxalis fontana voucher CNU whang 30760 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Oxalis fontana	EU274622.1	Oxalis stricta	213833	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	258	Oxalis fontana voucher CNU whang 30761 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Oxalis fontana	EU436869.1	Oxalis stricta	213833	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	224	Oxalis stricta 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence
Oxalis fontana	KC481648.1	Oxalis stricta	213833	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Oxalis stricta voucher YNUH:O120726 internal transcribed spacer 1, partial sequence; 5.8 ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Oxalis fontana	KC481649.1	Oxalis stricta	213833	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Oxalis stricta voucher KWNA 73656 internal transcribed spacer 1, partial sequence; 5.8 ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Oxalis fontana	KC481650.1	Oxalis stricta	213833	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Oxalis stricta voucher YNUH:O120510b internal transcribed spacer 1, partial sequence; 5.8 ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Oxalis fontana	MW145408.1	Oxalis stricta	213833	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	224	Oxalis stricta isolate HP57L internal transcribed spacer 2, partial sequence
